Taxon,Cluster_name
IP-0187-5_S2-SPAdes,sizihud
ERS012306,sizihud
IP-0118-0_S9_L001-SPAdes,sizihud
IP-0142-0_S2_L001-SPAdes,sizihud
IP-0032-3_S2_L001-SPAdes,sizihud
IP-0045-5_S5_L001-SPAdes,sizihud
IP-0161-0_S11_L001-SPAdes,sizihud
ERS012309,sizihud
IP-0186-7_S1-SPAdes,ricfiged
GCA_963573095_1,ricfiged
IP-0176-8_S1-SPAdes,ricfiged
IP-0202-2_S7-SPAdes,ricfiged
SRR12527885_contigs,odasah
IE-0017_S11_L001-SPAdes,odasah
GCA_963562795_1,odasah
GCA_963573225_1,odasah
Burkholderia_pseudomallei_45S_S65_GCF_014713015_1_Laos,husewdu
Burkholderia_pseudomallei_46W_S66_GCF_014712945_1_Laos,husewdu
IP-0087-7_S10_L001-SPAdes,weglua
GCA_963566855_1,mivdi
GCA_963565085_1,batkof
Burkholderia_pseudomallei_7801_GCF_025848015_1_Viet_Nam,hetei
Burkholderia_pseudomallei_576_GCF_000182195_1_Thailand,epicu
Burkholderia_pseudomallei_43S_S63_GCF_014713085_1_Laos,mairel
