Taxon,Cluster_name
IP-0178-4_S3-SPAdes,vifdu
IP-0013-3_S4_L001-SPAdes,vifdu
Burkholderia_pseudomallei_46W_S66_GCF_014712945_1_Laos,vifdu
Burkholderia_pseudomallei_1701_GCF_003268105_1_Viet_Nam,vifdu
ERS008822,vifdu
ERS012362,vifdu
ERS008838,vifdu
IP-0081-0_S4_L001-SPAdes,vifdu
IP-0115-6_S6_L001-SPAdes,vifdu
GCA_963565085_1,vifdu
ERS013355,vifdu
ERS008836,vifdu
IP-0193-3_S8-SPAdes,vifdu
GCA_963564975_1,vifdu
Burkholderia_pseudomallei_50W_S69_GCF_014712935_1_Laos,vifdu
Burkholderia_pseudomallei_52W_S71_GCF_014712835_1_Laos,vifdu
IP-0189-1_S4-SPAdes,vifdu
ERS008824,vifdu
IP-0152-9_S2_L001-SPAdes,vifdu
Burkholderia_pseudomallei_ABCPW_107_GCF_000773235_1_Australia,vifdu
IP-0105-7_S5_L001-SPAdes,vifdu
ERS008794,vifdu
Burkholderia_pseudomallei_577ci_GCF_001980815_1_Thailand,vifdu
IP-0030-7_S10_L001-SPAdes,vifdu
IE-0009_S3_L001-SPAdes,vifdu
IE-0014_S8_L001-SPAdes,vifdu
ERS012330,vifdu
IP-0008-3_S8_L001-SPAdes,vifdu
IP-0094-3_S6_L001-SPAdes,vifdu
GCA_963561895_1,vifdu
GCA_963570575_1,vifdu
IP-0047-1_S7_L001-SPAdes,vifdu
Burkholderia_pseudomallei_53W_S72_GCF_014712895_1_Laos,vifdu
ERS008790,vifdu
ERS012331,vifdu
GCA_963566635_1,vifdu
IP-0149-5_S9_L001-SPAdes,vifdu
IP-0057-0_S2_L001-SPAdes,vifdu
GCA_963562235_1,vifdu
ERS008804,vifdu
GCA_963561835_1,vifdu
IP-0165-1_S4-SPAdes,vifdu
GCA_963570105_1,vifdu
IP-0099-2_S11_L001-SPAdes,vifdu
IP-0109-9_S9_L001-SPAdes,vifdu
ERS012332,vifdu
IP-0170-1_S5-SPAdes,vifdu
GCA_963571005_1,vifdu
IP-0117-2_S8_L001-SPAdes,vifdu
IP-0148-7_S8_L001-SPAdes,vifdu
ERS008837,vifdu
IP-0018-2_S9_L001-SPAdes,vifdu
ERS012347,vifdu
ERS013353,vifdu
GCA_963561215_1,vifdu
IP-0015-8_S6_L001-SPAdes,vifdu
GCA_963566765_1,vifdu
GCA_963573025_1,vifdu
Burkholderia_pseudomallei_8400_GCF_025847635_1_Viet_Nam,vifdu
GCA_963561355_1,vifdu
GCA_963569645_1,vifdu
IP-0128-9_S8_L001-SPAdes,vifdu
GCA_900595585_2,vifdu
IP-0063-8_S8_L001-SPAdes,vifdu
IP-0158-6_S8_L001-SPAdes,vifdu
