Taxon,Cluster
GCA_963560945_1,1
IP-0189-1_S4-SPAdes,1
Burkholderia_pseudomallei_53W_S72_GCF_014712895_1_Laos,1
IP-0132-1_S2_L001-SPAdes,1
IP-0067-9_S1_L001-SPAdes,1
IP-0057-0_S2_L001-SPAdes_query,1
GCA_963565395_1,1
ERS013354,1
ERS012307,1
IP-0008-3_S8_L001-SPAdes_query,1
IP-0148-7_S8_L001-SPAdes,1
GCA_963573095_1,1
GCA_963570105_1_query,1
GCA_963571005_1,1
IP-0052-1_S2_L001-SPAdes_query,1
IP-0105-7_S5_L001-SPAdes,1
Burkholderia_pseudomallei_ABCPW_107_GCF_000773235_1_Australia,1
GCA_963563525_1,1
IP-0193-3_S8-SPAdes,1
IP-0061-2_S6_L001-SPAdes,1
ERS008841,1
Burkholderia_pseudomallei_2002721684_GCF_002110925_1_USA_Texas,1
IP-0015-8_S6_L001-SPAdes_query,1
Burkholderia_pseudomallei_577ci_GCF_001980815_1_Thailand_query,1
GCA_963564375_1,1
GCA_900596305_2_query,1
IP-0156-0_S6_L001-SPAdes,1
IE-0010_S4_L001-SPAdes,1
IP-0126-3_S6_L001-SPAdes,1
ERS013363,1
ERS012340,1
IP-0119-8_S10_L001-SPAdes,1
ERS012308,1
GCA_963571975_1,1
IP-0151-1_S1_L001-SPAdes,1
IP-0031-5_S1_L001-SPAdes_query,1
ERS008829,1
Burkholderia_pseudomallei_4802_GCF_003268115_1_Viet_Nam,1
ERS012365,1
GCA_963561895_1,1
Burkholderia_pseudomallei_619s008_GCF_001326955_2_Malaysia,1
IP-0186-7_S1-SPAdes,1
IP-0167-7_S2-SPAdes,1
Burkholderia_pseudomallei_53W_S72_GCF_014712895_1_Laos_query,1
IP-0152-9_S2_L001-SPAdes_query,1
IP-0072-9_S6_L001-SPAdes,1
IP-0044-8_S4_L001-SPAdes,1
IP-0164-4_S3-SPAdes,1
IP-0081-0_S4_L001-SPAdes_query,1
IP-0160-2_S10_L001-SPAdes,1
IP-0095-0_S7_L001-SPAdes_query,1
ERS012332_query,1
GCA_963564305_1,1
ERS012370,1
GCA_963571905_1,1
IP-0109-9_S9_L001-SPAdes,1
ERS008781,1
IP-0072-9_S6_L001-SPAdes_query,1
IP-0051-3_S1_L001-SPAdes,1
IP-0035-6_S5_L001-SPAdes,1
IE-0005_S10_L001-SPAdes,1
IP-0106-5_S6_L001-SPAdes,1
IP-0158-6_S8_L001-SPAdes,1
GCA_963569785_1,1
GCA_963564975_1_query,1
ERS008785,1
ERS008822_query,1
GCA_963562965_1,1
IP-0064-6_S9_L001-SPAdes,1
ERS008836_query,1
Burkholderia_pseudomallei_1701_GCF_003268105_1_Viet_Nam,1
IP-0059-6_S4_L001-SPAdes,1
IP-0047-1_S7_L001-SPAdes_query,1
IP-0073-7_S7_L001-SPAdes,1
GCA_963572995_1,1
IP-0027-3_S7_L001-SPAdes_query,1
ERS013353_query,1
IP-0179-2_S4-SPAdes,1
GCA_963560915_1,1
IP-0138-8_S8_L001-SPAdes,1
ERS012328,1
GCA_963566635_1_query,1
GCA_963565125_1_query,1
IP-0123-0_S3_L001-SPAdes,1
ERS012330_query,1
IP-0192-5_S7-SPAdes_query,1
IP-0190-9_S5-SPAdes_query,1
SRR12527885_contigs,1
IP-0169-3_S4-SPAdes,1
GCA_963573095_1_query,1
ERS012377_query,1
IP-0114-9_S5_L001-SPAdes_query,1
Burkholderia_pseudomallei_354e_GCF_000259795_1_Thailand,1
GCA_963570025_1,1
Burkholderia_pseudomallei_50W_S69_GCF_014712935_1_Laos_query,1
GCA_963566765_1_query,1
ERS012324,1
IE-0017_S11_L001-SPAdes,1
IP-0125-5_S5_L001-SPAdes,1
ERS012312,1
ERS013342,1
IP-0058-8_S3_L001-SPAdes,1
GCA_963565085_1,1
IP-0018-2_S9_L001-SPAdes_query,1
IP-0085-1_S8_L001-SPAdes,1
IE-0014_S8_L001-SPAdes,1
IP-0008-3_S8_L001-SPAdes,1
IP-0050-5_S10_L001-SPAdes,1
GCA_963561835_1_query,1
ERS008844,1
IP-0188-3_S3-SPAdes,1
IP-0117-2_S8_L001-SPAdes_query,1
IP-0082-8_S5_L001-SPAdes,1
IP-0090-1_S2_L001-SPAdes,1
GCA_963568005_1,1
IP-0184-2_S9-SPAdes,1
ERS008817,1
IP-0165-1_S4-SPAdes_query,1
Burkholderia_pseudomallei_46W_S66_GCF_014712945_1_Laos,1
GCA_963566855_1,1
GCA_963566625_1,1
IP-0099-2_S11_L001-SPAdes,1
IE-0014_S8_L001-SPAdes_query,1
IP-0026-5_S6_L001-SPAdes,1
GCA_963566855_1_query,1
IP-0039-8_S9_L001-SPAdes,1
IP-0034-9_S4_L001-SPAdes,1
IP-0193-3_S8-SPAdes_query,1
GCA_963565015_1,1
ERS012334,1
IP-0104-0_S4_L001-SPAdes,1
IP-0141-2_S1_L001-SPAdes,1
IP-0200-6_S5-SPAdes,1
GCA_963561245_1,1
IP-0076-0_S10_L001-SPAdes,1
IP-0068-7_S2_L001-SPAdes,1
IP-0007-5_S7_L001-SPAdes,1
GCA_963561835_1,1
Burkholderia_pseudomallei_60W_S74_GCF_014712825_1_Laos,1
ERS008837_query,1
GCA_963566495_1_query,1
ERS012314,1
IP-0118-0_S9_L001-SPAdes,1
ERS012332,1
Burkholderia_pseudomallei_45S_S65_GCF_014713015_1_Laos,1
ERS013365,1
IP-0036-4_S6_L001-SPAdes_query,1
ERS008821,1
IP-0066-1_S11_L001-SPAdes_query,1
Burkholderia_pseudomallei_52W_S71_GCF_014712835_1_Laos,1
GCA_963568885_1,1
IP-0080-2_S3_L001-SPAdes,1
ERS008835,1
GCA_963569645_1,1
IP-0182-6_S7-SPAdes,1
GCA_963567325_1,1
ERS012358,1
IP-0094-3_S6_L001-SPAdes,1
Burkholderia_pseudomallei_354a_GCF_000259815_1_Thailand,1
IE-0021_S7-SPAdes,1
ERS008795,1
GCA_963562615_1_query,1
IP-0033-1_S3_L001-SPAdes,1
GCA_963561355_1,1
IP-0022-4_S2_L001-SPAdes,1
IP-0098-4_S10_L001-SPAdes,1
IP-0105-7_S5_L001-SPAdes_query,1
GCA_963566675_1,1
GCA_963573025_1_query,1
IP-0004-2_S4_L001-SPAdes,1
IP-0149-5_S9_L001-SPAdes,1
IP-0172-7_S7-SPAdes,1
GCA_900597175_2,1
GCA_963566695_1,1
IP-0171-9-R_S12-SPAdes,1
IP-0036-4_S6_L001-SPAdes,1
Burkholderia_pseudomallei_52W_S71_GCF_014712835_1_Laos_query,1
ERS008836,1
IP-0170-1_S5-SPAdes_query,1
IP-0071-1_S5_L001-SPAdes,1
GCA_963573175_1,1
IP-0166-9_S1-SPAdes,1
IP-0173-5_S8-SPAdes,1
GCA_963567115_1,1
IP-0201-4_S6-SPAdes,1
Burkholderia_pseudomallei_49W_S68_GCF_014712965_1_Laos,1
ERS008794_query,1
IP-0129-7_S9_L001-SPAdes,1
ERS012338,1
GCA_963573025_1,1
GCA_963565565_1_query,1
IP-0139-6_S9_L001-SPAdes_query,1
GCA_963561565_1,1
IP-0070-3_S4_L001-SPAdes,1
ERS013360,1
GCA_963562235_1,1
ERS012347,1
IP-0146-1_S6_L001-SPAdes,1
GCA_963569685_1,1
Burkholderia_pseudomallei_8400_GCF_025847635_1_Viet_Nam,1
ERS013355_query,1
IP-0095-0_S7_L001-SPAdes,1
IP-0077-8_S11_L001-SPAdes,1
IP-0148-7_S8_L001-SPAdes_query,1
GCA_963570575_1_query,1
IE-0026_S8-SPAdes,1
IP-0012-5_S3_L001-SPAdes,1
GCA_963565675_1,1
IP-0159-4_S9_L001-SPAdes,1
ERS012362,1
ERS012354_query,1
IE-0004_S9_L001-SPAdes,1
IP-0192-5_S7-SPAdes,1
Burkholderia_pseudomallei_7400_GCF_025848135_1_Viet_Nam_query,1
GCA_963561075_1,1
IP-0174-3_S9-SPAdes,1
IP-0018-2_S9_L001-SPAdes,1
ERS013363_query,1
IP-0084-4_S7_L001-SPAdes_query,1
IP-0143-8_S3_L001-SPAdes,1
IP-0121-4_S1_L001-SPAdes,1
ERS013355,1
IP-0049-7_S9_L001-SPAdes,1
IP-0042-2_S2_L001-SPAdes,1
IP-0046-3_S6_L001-SPAdes,1
GCA_963560735_1,1
GCA_963562235_1_query,1
ERS008786,1
GCA_963563155_1,1
Burkholderia_pseudomallei_43S_S63_GCF_014713085_1_Laos,1
Burkholderia_pseudomallei_4702_GCF_009827035_1_Viet_Nam,1
IP-0196-6_S1-SPAdes_query,1
IP-0191-7_S6-SPAdes,1
IP-0101-6_S1_L001-SPAdes,1
IE-0024_S10-SPAdes,1
GCA_963561895_1_query,1
GCA_963571475_1,1
GCA_963566765_1,1
IP-0094-3_S6_L001-SPAdes_query,1
IP-0030-7_S10_L001-SPAdes,1
IP-0161-0_S11_L001-SPAdes,1
Burkholderia_pseudomallei_58W_S73_GCF_014712875_1_Laos,1
GCA_963561735_1,1
Burkholderia_pseudomallei_619s005_GCF_001207785_2_Malaysia,1
ERS013364,1
IP-0090-1_S2_L001-SPAdes_query,1
ERS013360_query,1
IP-0170-1_S5-SPAdes,1
IP-0134-7_S4_L001-SPAdes,1
IP-0029-9_S9_L001-SPAdes_query,1
IP-0045-5_S5_L001-SPAdes_query,1
ERS012303,1
IE-0013_S7_L001-SPAdes,1
GCA_963562655_1,1
IP-0086-9_S9_L001-SPAdes,1
ERS012377,1
ERS008804,1
IP-0124-8_S4_L001-SPAdes,1
Burkholderia_pseudomallei_406e_GCF_000410895_1_Thailand_query,1
GCA_963563065_1,1
IP-0153-7_S3_L001-SPAdes,1
IP-0031-5_S1_L001-SPAdes,1
ERS008837,1
IE-0015_S9_L001-SPAdes,1
IP-0013-3_S4_L001-SPAdes,1
GCA_963568785_1,1
ERS013348,1
IP-0025-7_S5_L001-SPAdes,1
IP-0066-1_S11_L001-SPAdes,1
IP-0027-3_S7_L001-SPAdes,1
GCA_963572615_1,1
ERS012376,1
Burkholderia_pseudomallei_46W_S66_GCF_014712945_1_Laos_query,1
GCA_900596305_2,1
ERS008790,1
IP-0049-7_S9_L001-SPAdes_query,1
ERS008824_query,1
Burkholderia_pseudomallei_316a_GCF_001980725_1_Thailand,1
IP-0001-8_S1_L001-SPAdes,1
IP-0150-3_S10_L001-SPAdes,1
IP-0122-2_S2_L001-SPAdes,1
IE-0026_S8-SPAdes_query,1
IE-0009_S3_L001-SPAdes,1
Burkholderia_pseudomallei_91W_S76_GCF_014712775_1_Laos,1
GCA_963570105_1,1
IE-0022_S8-SPAdes,1
IP-0115-6_S6_L001-SPAdes,1
ERS008838_query,1
GCA_963564975_1,1
Burkholderia_pseudomallei_7400_GCF_025848135_1_Viet_Nam,1
IP-0076-0_S10_L001-SPAdes_query,1
IP-0199-0_S4-SPAdes,1
IP-0111-5_S2_L001-SPAdes,1
ERS008797_query,1
IP-0139-6_S9_L001-SPAdes,1
ERS012347_query,1
IP-0063-8_S8_L001-SPAdes,1
Burkholderia_pseudomallei_4822_GCF_009826725_1_Viet_Nam,1
GCA_963571055_1,1
GCA_963562695_1_query,1
GCA_963569365_1,1
IP-0154-5_S4_L001-SPAdes,1
IP-0155-2_S5_L001-SPAdes,1
ERS013343,1
IP-0010-9_S10_L001-SPAdes,1
GCA_963567935_1,1
IP-0054-7_S4_L001-SPAdes,1
GCA_963562325_1,1
IP-0013-3_S4_L001-SPAdes_query,1
ERS013353,1
Burkholderia_pseudomallei_4802_GCF_003268115_1_Viet_Nam_query,1
ERS012380,1
ERS008792,1
Burkholderia_pseudomallei_2002734728_GCF_002111105_1_USA_California,1
GCA_963572755_1,1
IP-0189-1_S4-SPAdes_query,1
GCA_963564785_1,1
IP-0045-5_S5_L001-SPAdes,1
IE-0018_S12_L001-SPAdes,1
IP-0003-4_S3_L001-SPAdes,1
IP-0079-4_S2_L001-SPAdes,1
IE-0011_S5_L001-SPAdes,1
GCA_963562615_1,1
IP-0165-1_S4-SPAdes,1
IP-0145-3_S5_L001-SPAdes,1
IP-0168-5_S3-SPAdes,1
ERS012309,1
GCA_963564325_1,1
IP-0011-7_S2_L001-SPAdes,1
Burkholderia_pseudomallei_64W_S75_GCF_014712815_1_Laos,1
IE-0010_S4_L001-SPAdes_query,1
IP-0120-6_S11_L001-SPAdes,1
Burkholderia_pseudomallei_7801_GCF_025848015_1_Viet_Nam,1
IP-0177-6_S2-SPAdes,1
GCA_963569645_1_query,1
IP-0069-5_S3_L001-SPAdes,1
IP-0112-3_S3_L001-SPAdes,1
GCA_963570085_1,1
IP-0086-9_S9_L001-SPAdes_query,1
IE-0003_S8_L001-SPAdes,1
IP-0029-9_S9_L001-SPAdes,1
ERS008820,1
ERS012317,1
GCA_963561355_1_query,1
Burkholderia_pseudomallei_316c_GCF_001980755_1_Thailand_query,1
IE-0006_S11_L001-SPAdes,1
ERS008816,1
IP-0024-0_S4_L001-SPAdes,1
GCA_963561855_1,1
ERS013352,1
GCA_963563715_1,1
ERS008819,1
GCA_963569795_1,1
IP-0093-5_S5_L001-SPAdes,1
GCA_963569705_1,1
IP-0115-6_S6_L001-SPAdes_query,1
GCA_963563475_1_query,1
Burkholderia_pseudomallei_1701_GCF_003268105_1_Viet_Nam_query,1
IP-0135-4_S5_L001-SPAdes,1
IP-0088-5_S11_L001-SPAdes,1
IP-0084-4_S7_L001-SPAdes,1
GCA_963566455_1,1
ERS012306,1
ERS008797,1
IP-0060-4_S5_L001-SPAdes,1
ERS008809,1
Burkholderia_pseudomallei_316c_GCF_001980755_1_Thailand,1
GCA_963560585_1,1
GCA_963561215_1_query,1
GCA_963573225_1,1
IP-0052-1_S2_L001-SPAdes,1
IE-0007_S1_L001-SPAdes,1
IP-0016-6_S7_L001-SPAdes,1
IP-0162-8_S1-SPAdes,1
GCA_963563475_1,1
IP-0030-7_S10_L001-SPAdes_query,1
ERS008790_query,1
IP-0163-6_S2-SPAdes_query,1
IP-0123-0_S3_L001-SPAdes_query,1
IP-0102-4_S2_L001-SPAdes,1
IP-0117-2_S8_L001-SPAdes,1
IP-0116-4_S7_L001-SPAdes_query,1
IP-0190-9_S5-SPAdes,1
GCA_963569325_1,1
ERS008830,1
GCA_963562795_1_query,1
GCA_900598305_2,1
ERS008784,1
GCA_963571365_1_query,1
IP-0014-1_S5_L001-SPAdes,1
IP-0062-0_S7_L001-SPAdes,1
IP-0040-6_S10_L001-SPAdes,1
IP-0081-0_S4_L001-SPAdes,1
IP-0048-9_S8_L001-SPAdes,1
IP-0152-9_S2_L001-SPAdes,1
GCA_963562695_1,1
ERS012313,1
IP-0089-3_S1_L001-SPAdes,1
IP-0197-4_S2-SPAdes_query,1
GCA_963571005_1_query,1
IP-0078-6_S1_L001-SPAdes,1
IP-0158-6_S8_L001-SPAdes_query,1
GCA_963561435_1,1
Burkholderia_pseudomallei_28P_GCF_025847415_1_Viet_Nam,1
Burkholderia_pseudomallei_51W_S70_GCF_014712915_1_Laos,1
IE-0016_S10_L001-SPAdes,1
GCA_963561925_1,1
GCA_963571365_1,1
GCA_963561215_1,1
ERS008798,1
IP-0147-9_S7_L001-SPAdes,1
Burkholderia_pseudomallei_50W_S69_GCF_014712935_1_Laos,1
Burkholderia_pseudomallei_43W_S62_GCF_014713065_1_Laos,1
IP-0128-9_S8_L001-SPAdes,1
ERS012351,1
GCA_963568785_1_query,1
ERS008822,1
ERS012369,1
IP-0005-9_S5_L001-SPAdes,1
IP-0195-8_S10-SPAdes,1
IP-0178-4_S3-SPAdes_query,1
GCA_963566475_1,1
GCA_963571495_1,1
IP-0100-8_S1_L001-SPAdes,1
IP-0065-3_S10_L001-SPAdes,1
GCA_963568055_1,1
Burkholderia_pseudomallei_406e_GCF_000410895_1_Thailand,1
Burkholderia_pseudomallei_4811_GCF_003268075_1_Viet_Nam,1
Burkholderia_pseudomallei_576_GCF_000182195_1_Thailand,1
IP-0133-9_S3_L001-SPAdes_query,1
GCA_900595585_2_query,1
GCA_963570975_1,1
IE-0012_S6_L001-SPAdes,1
ERS008817_query,1
GCA_963562795_1,1
GCA_963566175_1,1
ERS008838,1
GCA_963561975_1_query,1
GCA_963565125_1,1
IP-0157-8_S7_L001-SPAdes,1
IP-0025-7_S5_L001-SPAdes_query,1
GCA_963561915_1_query,1
IP-0096-8_S8_L001-SPAdes,1
IP-0144-6_S4_L001-SPAdes,1
IP-0127-1_S7_L001-SPAdes,1
ERS008825,1
ERS008824,1
IP-0140-4_S10_L001-SPAdes,1
ERS012331,1
ERS012306_query,1
GCA_963561915_1,1
IP-0183-4_S8-SPAdes,1
ERS012320,1
GCA_963565085_1_query,1
Burkholderia_pseudomallei_8400_GCF_025847635_1_Viet_Nam_query,1
IP-0166-9_S1-SPAdes_query,1
IP-0028-1_S8_L001-SPAdes,1
GCA_963565345_1,1
GCA_963565565_1,1
ERS012356,1
Burkholderia_pseudomallei_ABCPW_107_GCF_000773235_1_Australia_query,1
IP-0180-0_S5-SPAdes,1
IP-0053-9_S3_L001-SPAdes,1
IP-0114-9_S5_L001-SPAdes,1
IE-0009_S3_L001-SPAdes_query,1
ERS008803,1
GCA_963565485_1,1
IE-0019_S5-SPAdes,1
GCA_963561765_1,1
GCA_963566635_1,1
GCA_963568705_1,1
IP-0178-4_S3-SPAdes,1
ERS008828,1
IP-0032-3_S2_L001-SPAdes,1
IP-0116-4_S7_L001-SPAdes,1
IP-0176-8_S1-SPAdes,1
IP-0006-7_S6_L001-SPAdes,1
IP-0021-6_S1_L001-SPAdes,1
IP-0015-8_S6_L001-SPAdes,1
GCA_963561975_1,1
IP-0109-9_S9_L001-SPAdes_query,1
IP-0137-0_S7_L001-SPAdes_query,1
IP-0181-8_S6-SPAdes,1
IP-0092-7_S4_L001-SPAdes,1
ERS012316,1
IP-0202-2_S7-SPAdes,1
IP-0187-5_S2-SPAdes,1
Burkholderia_pseudomallei_44W_S64_GCF_014713025_1_Laos,1
IP-0041-4_S1_L001-SPAdes,1
IE-0017_S11_L001-SPAdes_query,1
IP-0197-4_S2-SPAdes,1
ERS008813,1
IP-0038-0_S8_L001-SPAdes,1
Burkholderia_pseudomallei_47W_S67_GCF_014712955_1_Laos,1
ERS008813_query,1
ERS013346,1
IP-0175-0_S10-SPAdes,1
ERS012363,1
IP-0020-8_S11_L001-SPAdes,1
IP-0017-4_S8_L001-SPAdes,1
Burkholderia_pseudomallei_402a_GCF_001980775_1_Thailand,1
ERS008804_query,1
Burkholderia_pseudomallei_619s006_GCF_001212705_2_Malaysia,1
SRR12527871_contigs,1
Burkholderia_pseudomallei_2010007509_GCF_002111145_1_USA_Arizona_ex_Costa_Rica,1
IP-0137-0_S7_L001-SPAdes,1
GCA_963571745_1,1
IP-0075-2_S9_L001-SPAdes,1
IP-0128-9_S8_L001-SPAdes_query,1
GCA_963570575_1,1
Burkholderia_pseudomallei_64W_S75_GCF_014712815_1_Laos_query,1
IP-0136-2_S6_L001-SPAdes,1
IP-0103-2_S3_L001-SPAdes,1
ERS012330,1
ERS013358,1
